Sequence	Contig	Position	SexBias	P	Signif
3744016	CM014026.1	20443257	-0.0588235	0.472917	False
3744032	CM014012.1	35039021	0	1	False
3745157	PKUT01000203.1	44272	0.176471	0.183279	False
3745374	CM014026.1	4956565	0.117647	0.409587	False
3745821	CM014029.1	6089470	0.0588235	0.808039	False
3745861	CM014021.1	23476933	0	1	False
3746249	CM014021.1	13084051	0	1	False
3747376	PKUT01000438.1	73319	0	1	False
3748594	CM014039.1	18076956	0	1	False
3749441	CM014035.1	10506567	0	1	False
3749456	CM014018.1	24226457	0.0588235	0.808039	False
3749549	CM014026.1	23447818	0.0294118	1	False
3749629	PKUT01002165.1	71378	0	1	False
3749666	CM014012.1	36590472	-0.0588235	0.606282	False
3749856	CM014028.1	9547902	-0.0588235	0.795467	False
3751223	CM014017.1	13776383	0	1	False
3752363	PKUT01000193.1	170097	-0.147059	0.330086	False
3752479	CM014028.1	19610178	0	1	False
3753094	CM014031.1	19841656	-0.0588235	0.807051	False
3753770	CM014013.1	18483045	0	1	False
3753951	CM014015.1	36243654	0	1	False
3754826	CM014020.1	29090599	0	1	False
3755066	CM014013.1	21759699	0	1	False
3757952	CM014022.1	12492616	0.117647	0.391081	False
3760086	CM014012.1	9133796	0	1	False
3760377	CM014014.1	26114024	0.117647	0.258831	False
3760818	CM014021.1	3678957	0	1	False
3760919	CM014018.1	26999890	-0.0882353	0.47417	False
3761094	PKUT01000140.1	493318	0.0294118	1	False
3761847	PKUT01000519.1	172015	-0.0588235	0.764244	False
3762091	CM014022.1	1501877	0.0294117	1	False
3763747	CM014023.1	16706988	0	1	False
3763898	CM014032.1	2301973	-0.0588235	0.783413	False
3764068	CM014015.1	2252978	0.0588235	0.472917	False
3765616	CM014034.1	17032624	0	1	False
3765972	CM014024.1	3969580	0.176471	0.212138	False
3766230	CM014032.1	12233748	0	1	False
3766246	CM014036.1	19800446	0	1	False
3766379	CM014016.1	3562184	0	1	False
3766387	PKUT01000076.1	369280	-0.117647	0.459781	False
3769061	CM014014.1	11050286	0.0294118	1	False
3769180	CM014019.1	11390161	0	1	False
3770210	CM014031.1	17600064	0	1	False
3770585	CM014016.1	7993490	0.117647	0.446491	False
3771320	CM014030.1	10741600	0	1	False
3771705	CM014037.1	15426517	0.117647	0.466082	False
3772362	CM014022.1	17732394	0	1	False
3773761	CM014029.1	19326955	0	1	False
3775087	CM014012.1	13587900	0	1	False
3775892	CM014027.1	2925145	0	1	False
3776922	CM014035.1	13607233	-0.0294118	1	False
3777597	CM014025.1	14418122	-0.0588235	0.472917	False
3778148	CM014012.1	26313236	0	1	False
3778773	CM014021.1	17148070	-0.0294118	1	False
3779176	CM014023.1	13728778	0	1	False
3779294	CM014035.1	18516805	0	1	False
3779761	CM014024.1	17082489	0	1	False
3779807	CM014013.1	9946868	0	1	False
3780780	CM014018.1	20998583	-0.0294118	1	False
3782670	CM014019.1	16675909	0	1	False
3782692	PKUT01002980.1	136726	0.0294118	1	False
3783192	CM014032.1	5657014	-0.176471	0.222026	False
3783729	CM014012.1	15349716	-0.0588235	0.802942	False
3783760	CM014016.1	3674147	0.0588235	0.606282	False
3783986	CM014014.1	17834006	0	1	False
3784402	CM014013.1	18106513	0	1	False
3784543	CM014033.1	13413795	0.0882353	0.620113	False
3786273	PKUT01000061.1	641893	-0.117647	0.199619	False
3787375	CM014014.1	12782367	0	1	False
3787494	CM014024.1	15210408	0	1	False
3788565	CM014037.1	13464534	0	1	False
3788655	CM014030.1	24247214	0	1	False
3789939	CM014040.1	4275610	0	1	False
3790493	CM014020.1	7878370	0	1	False
3790887	CM014039.1	15042315	0.235294	0.0165373	False
3790936	CM014030.1	9659678	0	1	False
3791240	CM014012.1	3792172	0	1	False
3792191	CM014024.1	8612223	0	1	False
3792712	CM014036.1	4939598	0	1	False
3794175	CM014027.1	6166516	0	1	False
3794430	CM014029.1	8108183	0	1	False
3794671	CM014015.1	8951641	0	1	False
3794705	CM014038.1	12733066	0	1	False
3794962	CM014028.1	7783415	-0.0588235	0.774965	False
3795215	CM014022.1	8775204	0	1	False
3795732	CM014028.1	4247445	0	1	False
3796518	CM014040.1	4275519	0	1	False
3797337	CM014030.1	2349277	-0.0294118	1	False
3797419	CM014040.1	12170208	-0.0588235	0.472917	False
3797727	CM014021.1	7296355	0	1	False
3799356	CM014030.1	12786066	0.117647	0.368261	False
3799429	CM014012.1	35429405	0.0294118	1	False
3799435	CM014013.1	5370036	0	1	False
3800137	CM014024.1	4860908	0	1	False
3800606	CM014038.1	13781416	-0.0588235	0.774965	False
3800883	CM014027.1	15073356	0.147059	0.314402	False
3801861	CM014032.1	15000699	-0.0588235	0.790127	False
3801891	CM014028.1	202565	0	1	False
3802003	CM014032.1	4124189	0	1	False
3802419	CM014015.1	37536622	-0.0294118	1	False
3802835	PKUT01000542.1	554666	0.0588235	0.808039	False
3803400	CM014036.1	1712469	0	1	False
3803652	CM014039.1	9791093	0	1	False
3803685	CM014026.1	17835140	0	1	False
3804261	CM014017.1	10805766	0	1	False
3804310	CM014019.1	18837555	0	1	False
3804483	CM014016.1	23575169	0	1	False
3805226	CM014024.1	5479931	0	1	False
3805242	CM014012.1	5348809	-0.0588235	0.790127	False
3805735	CM014017.1	9588055	0.117647	0.122065	False
3805929	CM014027.1	8404834	0	1	False
3806000	CM014032.1	8358115	0.0294117	1	False
3806145	CM014012.1	4499468	0	1	False
3806178	CM014033.1	16907674	0.0294118	1	False
3806255	CM014031.1	18820050	0	1	False
3806883	CM014022.1	15612392	0	1	False
3807089	CM014024.1	5418877	0	1	False
3807107	CM014012.1	28541064	0	1	False
3808419	CM014012.1	5527818	0.0882353	0.599611	False
3809247	CM014039.1	12352507	0	1	False
3811700	PKUT01000658.1	38446	0.0882353	0.237584	False
3811799	CM014020.1	23529817	0	1	False
3812296	CM014033.1	20538107	0.117647	0.424618	False
3812961	PKUT01000804.1	37539	0.0294118	1	False
3813490	CM014034.1	9527295	0.205882	0.141235	False
3813760	CM014033.1	714012	-0.0294117	1	False
3814444	CM014021.1	629699	-0.0882353	0.47417	False
3814846	CM014023.1	22654152	-0.0882353	0.237584	False
3814934	CM014035.1	17089928	0	1	False
3815283	CM014019.1	3134847	-0.0588235	0.808039	False
3815449	CM014028.1	8933313	0.0294118	1	False
3815718	CM014017.1	19572191	-0.0588235	0.606282	False
3815789	CM014024.1	23583328	0	1	False
3816525	CM014040.1	10119363	0.0588235	0.795467	False
3816638	CM014029.1	4260773	0	1	False
3816949	CM014012.1	33213478	0	1	False
3817298	CM014035.1	9812883	0	1	False
3817794	CM014029.1	21206826	0	1	False
3819015	CM014027.1	416746	0.0294118	1	False
3819398	CM014019.1	3575054	0	1	False
3819960	CM014037.1	15432248	0.0588235	0.802942	False
3820756	PKUT01002482.1	34355	0	1	False
3820936	CM014015.1	31050351	0.0294117	1	False
3822226	CM014020.1	27260069	0.0294117	1	False
3822321	CM014020.1	21493266	0	1	False
3822512	CM014020.1	14856051	0	1	False
3822601	CM014025.1	18567779	0	1	False
3823234	CM014039.1	17872407	0	1	False
3823800	CM014018.1	5216012	0	1	False
3824889	CM014017.1	19572281	-0.0588235	0.606282	False
3824918	PKUT01002647.1	5861	0.0882353	0.58884	False
3825558	CM014025.1	20601399	0	1	False
3825960	CM014031.1	19144751	0	1	False
3826774	PKUT01000330.1	32964	0.0294118	1	False
3828169	PKUT01001130.1	111075	0.176471	0.0598453	False
3828243	CM014021.1	5467750	0.117647	0.466082	False
3828257	CM014028.1	2051775	0	1	False
3828372	CM014017.1	2510251	0.0882353	0.599611	False
3828787	CM014027.1	29199489	-0.0588235	0.750406	False
3829223	CM014037.1	10443820	-0.0294117	1	False
3829397	CM014037.1	1685567	0	1	False
3829785	CM014025.1	25135589	0	1	False
3830774	CM014036.1	4779533	0	1	False
3830994	CM014025.1	27901178	-0.176471	0.133729	False
3831190	CM014019.1	12952630	0	1	False
3832452	CM014031.1	20669681	0	1	False
3832559	CM014037.1	8434465	0	1	False
3832733	CM014039.1	16533903	0.176471	0.0325386	False
3833125	CM014013.1	33676612	0.0294118	1	False
3833463	CM014024.1	14308059	0	1	False
3833622	CM014033.1	19802626	-0.0882353	0.352763	False
3834438	CM014025.1	1020639	-0.0294118	1	False
3834647	CM014024.1	10592122	0	1	False
3834760	CM014025.1	11004402	0.0294118	1	False
3836385	CM014035.1	12958698	0.0294118	1	False
3837049	CM014030.1	18034040	0	1	False
3837067	CM014016.1	2107915	-0.0588235	0.790127	False
3837576	CM014014.1	25643363	0.0882353	0.352763	False
3837720	CM014022.1	12982689	0	1	False
3838205	CM014027.1	8073078	-0.147059	0.242061	False
3838427	CM014029.1	289758	0	1	False
3838898	CM014026.1	724582	0	1	False
3840366	CM014024.1	18128008	0	1	False
3840616	PKUT01000061.1	208669	0.117647	0.258831	False
3840711	CM014030.1	20781786	0	1	False
3841238	CM014022.1	8775113	0	1	False
3841452	CM014023.1	16711920	-0.0294118	1	False
3841642	CM014030.1	13276536	0	1	False
3842002	CM014015.1	37115259	0	1	False
3844337	CM014037.1	18737892	0.0294117	1	False
3844730	CM014033.1	7138482	0	1	False
3846168	CM014031.1	15951233	-0.294118	0.0100829	False
3846429	CM014029.1	17315547	0	1	False
3846623	CM014027.1	17977565	-0.0882353	0.575403	False
3846905	CM014024.1	6665702	0.0882353	0.537379	False
3847216	CM014021.1	19651164	0	1	False
3847848	CM014028.1	24022505	0	1	False
3848099	CM014037.1	13581874	0.264706	0.044214	False
3848478	CM014014.1	9136120	0	1	False
3849160	PKUT01002155.1	124191	0	1	False
3849625	CM014033.1	13398462	0	1	False
3849659	CM014032.1	12038035	0	1	False
3849732	CM014031.1	5376489	-0.205882	0.136996	False
3849781	CM014035.1	15964425	0.0294118	1	False
3850789	CM014028.1	25110337	0.117647	0.466082	False
3851398	CM014022.1	2811702	0	1	False
3851866	CM014014.1	35761222	0	1	False
3851946	CM014020.1	25928933	0	1	False
3853521	CM014019.1	26012333	0	1	False
3853841	PKUT01001118.1	19445	0	1	False
3854387	PKUT01000396.1	261418	0	1	False
3854415	CM014032.1	15499943	0	1	False
3854797	CM014036.1	1312923	-0.0294117	1	False
3854845	CM014032.1	17697298	0	1	False
3857708	CM014037.1	8017932	0	1	False
3858155	CM014027.1	8364793	0	1	False
3859210	CM014014.1	17980335	-0.0294117	1	False
3859878	CM014012.1	3425627	0	1	False
3860508	CM014019.1	6400986	0	1	False
3860961	CM014017.1	14194316	0	1	False
3861614	CM014035.1	17167336	0	1	False
3861709	CM014028.1	12649615	0	1	False
3862439	CM014015.1	26323606	0	1	False
3862958	CM014038.1	10671557	0	1	False
3864024	CM014038.1	16248904	-0.147059	0.279682	False
3864450	PKUT01002401.1	22420	0	1	False
3864700	CM014025.1	27759589	0	1	False
3864943	CM014037.1	6176848	-0.0882353	0.352763	False
3865103	CM014018.1	5542493	0	1	False
3865404	CM014026.1	5881004	0	1	False
3865575	CM014018.1	31743431	0.0882353	0.424798	False
3865578	CM014020.1	4913294	0	1	False
3865649	CM014014.1	5041057	0.0588235	0.668982	False
3866202	CM014031.1	3773572	0.0882353	0.627477	False
3866265	CM014039.1	101535	0	1	False
3866717	CM014026.1	18804470	0	1	False
3866858	CM014032.1	11244687	0	1	False
3867142	CM014013.1	25829426	0.0294118	1	False
3867158	CM014036.1	9050772	0	1	False
3867255	CM014025.1	196294	0.147059	0.330086	False
3867450	CM014028.1	16010997	-0.0588235	0.808039	False
3867759	CM014020.1	301368	-0.0294117	1	False
3868072	CM014012.1	3420521	0.0294117	1	False
3868270	CM014034.1	8242098	0	1	False
3868531	CM014022.1	5461215	0.205882	0.0642639	False
3869937	CM014012.1	3429178	-0.0882353	0.558598	False
3871136	CM014015.1	36344314	0	1	False
3871277	CM014021.1	28843526	0	1	False
3871485	PKUT01002098.1	146021	0	1	False
3872599	CM014013.1	9287364	0	1	False
3872723	CM014035.1	8694190	0	1	False
3872851	CM014021.1	18846953	-0.176471	0.169327	False
3872883	CM014025.1	8175324	0	1	False
3873025	PKUT01002589.1	43244	0	1	False
3873029	CM014020.1	1439337	0	1	False
3873826	CM014015.1	17249178	0.529412	2.97044e-06	False
3875081	CM014020.1	13287081	0	1	False
3875303	CM014017.1	31172870	-0.0294118	1	False
3875521	CM014032.1	20850274	0	1	False
3876013	CM014038.1	10765007	0	1	False
3876045	PKUT01000365.1	55441	0	1	False
3876616	CM014013.1	22711293	0.0588235	0.807051	False
3876770	CM014026.1	21986282	0	1	False
3878217	PKUT01002647.1	5332	-0.0882353	0.620113	False
3878701	CM014019.1	5745430	0	1	False
3879271	CM014018.1	21682949	0	1	False
3880096	CM014025.1	10055689	-0.0882353	0.510124	False
3880422	CM014014.1	14163601	0	1	False
3880462	CM014033.1	20979725	0	1	False
3880602	CM014031.1	20795127	0	1	False
3880931	CM014036.1	8060275	0	1	False
3881010	CM014032.1	12649713	-0.0588235	0.808039	False
3881497	CM014029.1	3260524	0	1	False
3881907	CM014020.1	5131878	0	1	False
3882349	CM014016.1	5998319	0.0294118	1	False
3882409	CM014019.1	8749239	0	1	False
3882431	CM014012.1	11203588	0.0588235	0.795467	False
3882494	CM014028.1	17697139	0	1	False
3882963	CM014016.1	32320029	0	1	False
3883478	CM014014.1	19930381	0.117647	0.368261	False
3883548	CM014024.1	11340323	0	1	False
3884354	CM014030.1	7147999	0.0882353	0.575403	False
3885190	CM014031.1	6049312	-0.176471	0.183279	False
3885740	CM014024.1	2668086	0	1	False
3886097	PKUT01002252.1	89146	0	1	False
3886243	CM014040.1	13887207	0	1	False
3886417	CM014019.1	13716525	0	1	False
3886513	PKUT01000244.1	64265	0	1	False
3887312	PKUT01000453.1	281265	-0.294118	0.0100829	False
3887607	CM014024.1	24299305	0	1	False
3887731	PKUT01000665.1	76160	0	1	False
3888161	CM014033.1	13039989	-0.0882353	0.47417	False
3888630	CM014022.1	6638397	0	1	False
3888909	CM014024.1	14139037	0.147059	0.279682	False
3891273	PKUT01002252.1	64729	0	1	False
3892867	CM014012.1	28318115	0	1	False
3894168	CM014033.1	414710	-0.235294	0.0259652	False
3894181	CM014030.1	4292486	0	1	False
3894274	CM014021.1	1377430	0.205882	0.115284	False
3894291	CM014019.1	8354062	-0.235294	0.00842106	False
3895032	CM014013.1	11036179	0	1	False
3895153	CM014029.1	5125073	0	1	False
3895642	CM014017.1	6183780	0	1	False
3896614	PKUT01002155.1	119124	0.0294118	1	False
3898067	CM014039.1	8057742	0	1	False
3898433	CM014033.1	19673340	0.0882353	0.537379	False
3898699	CM014021.1	14335969	0	1	False
3899428	CM014034.1	5356683	-0.0882353	0.424798	False
3899564	CM014020.1	1644695	0	1	False
3900559	CM014033.1	16892363	0	1	False
3900816	CM014036.1	7329747	0	1	False
3901296	CM014034.1	18647727	0.0588235	0.606282	False
3901348	CM014018.1	17051737	0	1	False
3902015	CM014020.1	11832373	0	1	False
3902213	CM014034.1	5232334	-0.0294118	1	False
3903011	CM014014.1	17004807	0.0294118	1	False
3903240	CM014035.1	8042892	0	1	False
3903704	CM014027.1	14947797	0	1	False
3903995	CM014017.1	10684872	0	1	False
3904782	CM014040.1	8741671	0	1	False
3904932	CM014038.1	6466244	0	1	False
3905416	CM014036.1	1329771	-0.147059	0.0631001	False
3905779	CM014039.1	872423	-0.0588235	0.606282	False
3906215	PKUT01000248.1	187607	-0.0294118	1	False
3906314	CM014033.1	5201009	0	1	False
3908056	CM014029.1	2747493	-0.0588235	0.606282	False
3909403	CM014033.1	20723239	0.176471	0.225253	False
3909794	CM014014.1	10787880	0	1	False
3909888	CM014021.1	26863402	0.0294118	1	False
3909985	PKUT01002104.1	92342	0	1	False
3911881	CM014032.1	10094729	0	1	False
3912794	CM014035.1	17166744	0	1	False
3913514	PKUT01001973.1	18262	0	1	False
3914080	CM014028.1	24104120	0.176471	0.204513	False
3914368	CM014018.1	23635029	-0.0882353	0.47417	False
3914720	CM014014.1	17092274	0	1	False
3915674	CM014015.1	32112320	0	1	False
3916363	CM014015.1	9087461	-0.352941	0.00249778	False
3916621	CM014030.1	18030840	0.0294118	1	False
3917650	CM014021.1	2661313	0.0294118	1	False
3918311	CM014019.1	21051280	-0.117647	0.368261	False
3919732	CM014027.1	10607719	0	1	False
3919998	CM014025.1	13289167	0	1	False
3921014	CM014019.1	1503629	0	1	False
3923042	PKUT01000040.1	537890	0	1	False
3923181	CM014015.1	12893977	0	1	False
3923463	CM014035.1	18516895	0	1	False
3924175	CM014036.1	1443283	-0.0294118	1	False
3924875	CM014032.1	6151177	0	1	False
3924885	CM014019.1	4252940	0	1	False
3925231	CM014012.1	29311106	0.235294	0.0165373	False
3925806	CM014037.1	9057794	-0.0588235	0.774965	False
3926017	CM014020.1	21423196	0	1	False
3926400	CM014016.1	23462908	0	1	False
3926955	CM014020.1	16300527	0	1	False
3927090	CM014025.1	14476882	0	1	False
3927299	CM014029.1	23328298	-0.0882353	0.537379	False
3927530	CM014039.1	872527	0.147059	0.305229	False
3927835	CM014036.1	20158009	0	1	False
3927892	CM014023.1	13381265	0	1	False
3928161	CM014034.1	6460271	0.0588235	0.606282	False
3928163	CM014024.1	4693116	0	1	False
3928309	CM014028.1	9666993	0	1	False
3928462	CM014033.1	3631985	0	1	False
3928495	CM014015.1	25687367	0	1	False
3928608	CM014038.1	7405878	0	1	False
3929205	PKUT01000076.1	352534	0	1	False
3929569	CM014038.1	631492	0.0588235	0.790127	False
3929987	CM014029.1	21888774	0.0294118	1	False
3930562	CM014014.1	19091035	0	1	False
3930831	CM014031.1	160661	0	1	False
3931137	CM014023.1	9660990	0	1	False
3931150	CM014020.1	11974035	0	1	False
3931380	CM014027.1	7683114	0	1	False
3931447	CM014021.1	6376896	0.0294118	1	False
3932368	CM014032.1	8915728	-0.264706	0.051429	False
3932541	CM014014.1	34993414	0.0294118	1	False
3932586	CM014032.1	3922231	0	1	False
3934075	CM014038.1	13606258	-0.264706	0.051429	False
3935416	CM014024.1	14177939	0.0882353	0.237584	False
3936518	CM014027.1	7092780	-0.264706	0.00842425	False
3936593	CM014022.1	9480390	0	1	False
3936764	CM014015.1	5315879	0.0294118	1	False
3937455	CM014014.1	20911749	0	1	False
3937786	PKUT01000081.1	504991	0	1	False
3938804	CM014013.1	13361507	0	1	False
3940866	CM014032.1	14499753	0	1	False
3941059	PKUT01000050.1	221523	1	1.22125e-15	True
3941107	PKUT01000889.1	23464	-0.0588235	0.807051	False
3941907	CM014018.1	9839238	0	1	False
3942406	CM014022.1	6673733	0	1	False
3942433	CM014014.1	19091125	0	1	False
3942905	CM014031.1	6103663	0	1	False
3943100	CM014015.1	28758389	0	1	False
3943663	CM014018.1	14492801	0.0588235	0.802942	False
3943707	CM014024.1	20604992	0	1	False
3943863	CM014020.1	13808963	0	1	False
3944911	CM014027.1	443335	0	1	False
3945819	CM014031.1	1420953	0	1	False
3946155	CM014028.1	14685476	0	1	False
3946737	CM014019.1	8548140	0	1	False
3946906	CM014028.1	10466068	-0.0294118	1	False
3947724	CM014031.1	12152526	0.0294118	1	False
3948249	CM014029.1	2747493	0.147059	0.262618	False
3949027	CM014028.1	13510113	0	1	False
3949405	CM014028.1	8238527	0.0294118	1	False
3949471	CM014013.1	19217439	0	1	False
3949762	CM014029.1	4756698	0.0588235	0.606282	False
3950657	CM014030.1	20621921	0	1	False
3950847	PKUT01002411.1	45160	-0.0294117	1	False
3951272	CM014030.1	17615651	0	1	False
3951794	CM014033.1	13413795	-0.0294118	1	False
3951825	CM014017.1	8480781	0	1	False
3952854	CM014028.1	23488675	0	1	False
3953519	CM014039.1	14384811	0	1	False
3954056	CM014028.1	13840454	0	1	False
3954160	CM014014.1	4665840	-0.0882353	0.575403	False
3954829	CM014035.1	10674104	0	1	False
3955117	CM014033.1	16967026	0.0588235	0.668982	False
3956134	CM014015.1	4145876	-0.0882353	0.47417	False
3956707	PKUT01002164.1	113109	0	1	False
3956896	CM014025.1	27045081	0	1	False
3957166	CM014026.1	19156017	0.0294117	1	False
3958057	PKUT01000880.1	2463	-0.0588235	0.764244	False
3958115	CM014014.1	8846376	0	1	False
3958522	CM014029.1	537933	-0.205882	0.145436	False
3958938	CM014021.1	15057559	0	1	False
3959004	CM014030.1	13485616	0	1	False
3959151	CM014039.1	12498428	0.0294118	1	False
3959229	CM014021.1	6061299	0	1	False
3959731	CM014036.1	20294925	-0.0294118	1	False
3960228	CM014017.1	11096439	-0.0882353	0.352763	False
3960387	CM014013.1	36946506	0	1	False
3960819	CM014017.1	1524658	0	1	False
3961307	CM014034.1	11142891	0	1	False
3961890	CM014019.1	21758668	0	1	False
3962150	CM014014.1	21289617	0	1	False
3962424	CM014036.1	2343309	0	1	False
3963004	CM014024.1	10818360	-0.117647	0.459781	False
3963409	CM014037.1	11549783	0	1	False
3963635	CM014024.1	17341074	0	1	False
3964864	CM014014.1	35473132	-0.0882353	0.352763	False
3965202	CM014031.1	3504007	0.205882	0.124067	False
3966025	CM014034.1	5592291	0	1	False
3966592	CM014037.1	18707482	0	1	False
3966733	CM014016.1	29748239	0	1	False
3966838	CM014017.1	19689984	0	1	False
3968545	CM014019.1	16801385	0	1	False
3969665	CM014026.1	14664680	0	1	False
3971088	CM014017.1	15992503	-0.0294117	1	False
3971135	CM014021.1	12633071	-0.176471	0.169327	False
3971622	CM014012.1	32474575	0	1	False
3971659	CM014023.1	5643115	0	1	False
3971851	CM014022.1	15565448	0	1	False
3971878	CM014013.1	15026739	0.0882353	0.599611	False
3972092	PKUT01001094.1	53465	0	1	False
3972420	CM014023.1	4880792	0.0294117	1	False
3972935	CM014026.1	18803831	-0.0588235	0.668982	False
3973981	PKUT01002981.1	91576	0	1	False
3974355	CM014037.1	9348866	-0.147059	0.3215	False
3975403	CM014032.1	17735771	0.0294118	1	False
3975523	CM014028.1	13844159	0	1	False
3975876	CM014020.1	11441252	0.117647	0.436774	False
3976011	CM014029.1	14984883	0	1	False
3976064	CM014017.1	29026099	0	1	False
3976723	CM014022.1	12160983	0	1	False
3977819	CM014024.1	17894375	0	1	False
3978370	CM014026.1	5997364	0	1	False
3978643	CM014024.1	25586541	0	1	False
3978678	CM014037.1	8438171	0	1	False
3979494	CM014039.1	16727442	0	1	False
3979761	CM014036.1	1203296	0	1	False
3980422	CM014038.1	7529065	0	1	False
3982966	CM014037.1	13249146	0	1	False
3983130	CM014015.1	25763465	0	1	False
3983531	CM014025.1	14222278	0	1	False
3984118	CM014016.1	9096528	-0.0882353	0.424798	False
3984187	PKUT01003068.1	66543	0	1	False
3984218	CM014015.1	1194616	0	1	False
3985343	CM014037.1	12520986	-0.147059	0.187742	False
3985905	CM014014.1	1059716	-0.0588235	0.732046	False
3986133	CM014038.1	6810669	0.764706	1.24834e-09	True
3986673	PKUT01001137.1	49758	0	1	False
3987016	PKUT01000660.1	66588	0.117647	0.368261	False
3987044	PKUT01001076.1	58602	0	1	False
3987476	CM014024.1	17330847	-0.117647	0.463744	False
3988174	CM014031.1	2516996	0	1	False
3991619	PKUT01000886.1	24654	0.0882353	0.237584	False
3991694	CM014017.1	3157572	0	1	False
3991939	CM014027.1	2659342	0	1	False
3994607	CM014023.1	24282776	-0.0294118	1	False
3994667	CM014017.1	6848841	-0.117647	0.436774	False
3994977	PKUT01002652.1	20549	0.0294118	1	False
3995121	CM014026.1	16078658	0	1	False
3995588	CM014015.1	36908367	0	1	False
3995624	CM014023.1	6839251	0	1	False
3995662	CM014035.1	11543713	-0.0588235	0.606282	False
3996085	CM014014.1	19160622	0	1	False
3996255	CM014021.1	3171987	0	1	False
3996338	CM014023.1	12309525	-0.0588235	0.668982	False
3996954	CM014013.1	27436329	0.0588235	0.472917	False
3997523	CM014012.1	24311174	0.0294117	1	False
3998300	CM014034.1	9654908	0	1	False
3998751	CM014021.1	19358735	0	1	False
3998756	CM014025.1	11020984	0	1	False
3999426	CM014040.1	9206618	0	1	False
3999875	CM014012.1	10367490	0	1	False
4000290	PKUT01000990.1	216110	0.0294117	1	False
4000406	CM014025.1	2837813	-0.0588235	0.802942	False
4001364	CM014021.1	9948778	0	1	False
4001523	CM014027.1	13378611	0	1	False
4001886	CM014034.1	5980383	0.0294118	1	False
4002191	CM014017.1	26354068	0.0882353	0.237584	False
4002198	CM014031.1	15776100	0	1	False
4002659	CM014019.1	11390249	1	1.22125e-15	True
4004557	CM014012.1	16163860	0	1	False
4005622	CM014036.1	13688316	0	1	False
4005903	PKUT01000049.1	48486	0.0294118	1	False
4005945	CM014013.1	26168719	0	1	False
4006118	CM014020.1	28881767	0	1	False
4007195	CM014034.1	15211593	0	1	False
4007633	CM014012.1	16005184	0	1	False
4008365	CM014035.1	7458030	-0.0882353	0.47417	False
4008723	CM014031.1	20672114	0	1	False
4008842	PKUT01003024.1	65367	0	1	False
4010034	PKUT01002236.1	117566	0	1	False
4010568	CM014021.1	4880740	0	1	False
4010609	CM014013.1	14006789	0	1	False
4010884	CM014038.1	11182780	0	1	False
4011002	CM014024.1	14063841	0.0882353	0.352763	False
4011599	CM014024.1	4635450	0	1	False
4011925	CM014022.1	11742598	0	1	False
4012655	CM014039.1	541047	0.0882353	0.237584	False
4012676	CM014018.1	8473006	-0.0294118	1	False
4012951	CM014020.1	9490083	0	1	False
4013123	PKUT01001134.1	129914	0	1	False
4013181	CM014021.1	24239998	0	1	False
4013366	PKUT01000396.1	550874	0	1	False
4013552	CM014020.1	16993944	0	1	False
4013610	CM014018.1	29661759	-0.117647	0.454083	False
4014534	CM014015.1	15562252	0	1	False
4014619	CM014016.1	16396875	0.176471	0.204513	False
4014744	CM014033.1	4045310	0.0294118	1	False
4014983	CM014033.1	18345962	-0.0588235	0.808039	False
4015292	CM014017.1	8508292	0	1	False
4015829	PKUT01000809.1	330523	0	1	False
4017565	CM014017.1	14311844	0	1	False
4017602	CM014015.1	14922700	0	1	False
4017899	CM014031.1	1866310	0	1	False
4018306	CM014028.1	21446972	0	1	False
4018835	CM014018.1	4671769	-0.0588235	0.799681	False
4019131	CM014030.1	22556241	0	1	False
4019368	CM014037.1	11444124	0	1	False
4019596	CM014017.1	9124942	0	1	False
4019821	CM014017.1	32272719	0	1	False
4019922	PKUT01000031.1	414685	0.0882353	0.614954	False
4020858	CM014022.1	21588895	0	1	False
4021051	CM014032.1	13706498	-0.0294118	1	False
4021598	CM014023.1	23112121	-0.0294118	1	False
4021639	PKUT01000140.1	497353	0	1	False
4021647	CM014013.1	8698160	0	1	False
4023022	CM014039.1	17906761	0.0294118	1	False
4023472	CM014018.1	12128331	0	1	False
4025092	CM014012.1	23953165	0	1	False
4025467	CM014018.1	9839342	-0.117647	0.304319	False
4026318	CM014035.1	14712835	0	1	False
4026593	PKUT01000809.1	197789	-0.0588235	0.606282	False
4027506	CM014031.1	391730	-0.147059	0.293755	False
4029199	CM014019.1	21528602	0	1	False
4029338	CM014027.1	24878993	-0.0294118	1	False
4029655	CM014019.1	15554530	0	1	False
4030101	CM014018.1	31781006	0	1	False
4030916	CM014014.1	31258770	-0.0588235	0.783413	False
4031304	CM014021.1	14686169	0	1	False
4031773	CM014033.1	6987035	-0.0588235	0.795467	False
4032608	PKUT01002555.1	19610	0	1	False
4032657	CM014031.1	20871867	-0.0588235	0.472917	False
4034171	CM014012.1	26741220	0.0882353	0.510124	False
4034641	CM014019.1	10696760	-0.323529	0.0119008	False
4034855	CM014037.1	16516103	0.0294118	1	False
4036041	CM014033.1	9347113	0	1	False
4037257	CM014013.1	15218137	-0.0294118	1	False
4037359	CM014021.1	8976550	0	1	False
4037706	CM014026.1	17561876	0	1	False
4037937	CM014030.1	8035848	0	1	False
4038470	CM014017.1	19646356	0	1	False
4038712	CM014019.1	19149142	0	1	False
4039869	CM014012.1	13788499	0.0294118	1	False
4040089	CM014015.1	35871713	0	1	False
4040386	CM014032.1	7800517	0	1	False
